1) 0.0	: 19.64969602801709
26823) 12477.059555705575	: 13.901218366412142
26824) 12477.524735765068	: 14.988082367628078
26825) 12477.98991582456	: 10.901592973780978
26826) 12478.455095884052	: 14.589310360064871
26827) 12478.920275943545	: 14.388731726324343
26828) 12479.385456003038	: 15.593247957795402
26829) 12479.85063606253	: 14.237818297891362
26830) 12480.315816122022	: 16.394747719662966
26831) 12480.780996181515	: 16.289937057458484
26832) 12481.246176241008	: 15.894937087930094
26833) 12481.711356300499	: 16.610588140303584
26834) 12482.176536359992	: 15.304268414816104
26835) 12482.641716419485	: 14.426762824179372
26836) 12483.106896478977	: 10.687821049786193
26837) 12483.572076538469	: 16.223352042897428
26838) 12484.037256597961	: 15.800640659252313
26839) 12484.502436657454	: 13.505466352917415
26840) 12484.967616716947	: 15.528201104786607
26841) 12485.432796776438	: 14.806195940233602
26842) 12485.897976835931	: 14.714212841999176
26843) 12486.363156895424	: 14.144988560581908
26844) 12486.828336954915	: 15.62437567231255
26845) 12487.293517014408	: 9.918244238690248
26846) 12487.758697073901	: 14.94119836150494
26847) 12488.223877133394	: 13.99570481886298
26848) 12488.689057192885	: 15.152187236824933
26849) 12489.154237252378	: 15.884549456858064
26850) 12489.619417311871	: 14.28180850620355
26851) 12490.084597371362	: 15.258129783188924
26852) 12490.549777430855	: 16.1513964389141
26853) 12491.014957490348	: 14.01627160226791
26854) 12491.480137549841	: 13.87300082028042
26855) 12491.945317609332	: 15.933677047656328
26856) 12492.410497668825	: 15.201984474335902
26857) 12492.875677728318	: 16.62237441176106
26858) 12493.340857787809	: 16.823752042586722
26859) 12493.806037847302	: 15.885048933414486
26860) 12494.271217906795	: 13.865598857545027
26861) 12494.736397966288	: 15.1114890912833
26862) 12495.201578025779	: 15.179034206290563
26863) 12495.666758085272	: 15.714244318034314
26864) 12496.131938144765	: 15.386396485967172
26865) 12496.597118204258	: 13.317963528665583
26866) 12497.062298263749	: 13.405435851379746
26867) 12497.527478323242	: 15.955345759952326
26868) 12497.992658382735	: 15.118377862082435
26869) 12498.457838442226	: 14.135632954630415
26870) 12498.923018501719	: 14.64177154437667
26871) 12499.388198561212	: 15.61798175154036
26872) 12499.853378620704	: 15.394263569722458
26873) 12500.318558680196	: 15.101526820234312
26874) 12500.783738739688	: 15.743318680806174
26875) 12501.248918799181	: 15.365127178227496
26876) 12501.714098858673	: 16.763455067643587
26877) 12502.179278918165	: 15.868149650279232
26878) 12502.644458977658	: 15.497132939361373
26879) 12503.109639037151	: 16.38568417112343
26880) 12503.574819096642	: 15.820334900555187
26881) 12504.039999156135	: 15.575965807931336
26882) 12504.505179215628	: 15.6047676861246
26883) 12504.970359275121	: 15.37825658305868
26884) 12505.435539334612	: 12.564987098371788
26885) 12505.900719394105	: 14.358441615849662
26886) 12506.365899453598	: 11.964664415246984
26887) 12506.83107951309	: 14.518400684097273
26888) 12507.296259572582	: 15.158214715810255
26889) 12507.761439632075	: 15.772265616152584
26890) 12508.226619691568	: 15.269722911658196
26891) 12508.691799751059	: 14.02898917603803
26892) 12509.156979810552	: 15.14156556493636
26893) 12509.622159870045	: 14.742560887858655
26894) 12510.087339929536	: 15.142151862203843
26895) 12510.552519989029	: 15.39735266013974
26896) 12511.017700048522	: 15.681558471753798
26897) 12511.482880108015	: 10.495357467900055
26898) 12511.948060167506	: 14.208772048944544
26899) 12512.413240226999	: 14.515736181728865
26900) 12512.878420286492	: 14.700283997036504
26901) 12513.343600345985	: 15.234627756634804
26902) 12513.808780405476	: 14.914227825978188
26903) 12514.273960464969	: 15.730819689732588
26904) 12514.739140524462	: 15.676095459397455
26905) 12515.204320583953	: 14.50044531712457
26906) 12515.669500643446	: 14.987583009883519
26907) 12516.134680702939	: 14.277473994429906
26908) 12516.599860762431	: 16.15738130013274
26909) 12517.065040821923	: 16.179780703202393
26910) 12517.530220881416	: 16.392544250425697
26911) 12517.995400940908	: 16.539118927157066
26912) 12518.4605810004	: 16.638717283986402
26913) 12518.925761059892	: 15.239573104286965
26914) 12519.390941119385	: 15.472137321172562
26915) 12519.856121178878	: 12.160414081244593
26916) 12520.32130123837	: 16.12073054987298
26917) 12520.786481297862	: 15.586334422100851
26918) 12521.251661357355	: 14.75021376216373
26919) 12521.716841416846	: 14.936591954710952
26920) 12522.18202147634	: 13.661518378333238
26921) 12522.647201535832	: 14.428791697070874
26922) 12523.112381595325	: 12.470001280737046
26923) 12523.577561654816	: 13.003692090708677
26924) 12524.04274171431	: 14.711643772185656
26925) 12524.507921773802	: 14.675503534688279
26926) 12524.973101833295	: 14.713677553397464
26927) 12525.438281892786	: 16.08110792789873
26928) 12525.903461952279	: 14.860702476799608
26929) 12526.368642011772	: 16.00339122575543
26930) 12526.833822071263	: 15.746021350529897
26931) 12527.299002130756	: 15.713712005517047
26932) 12527.764182190249	: 14.119121276394775
26933) 12528.229362249742	: 14.956659595530436
26934) 12528.694542309233	: 15.722676467379282
26935) 12529.159722368726	: 15.325826298866218
26936) 12529.624902428219	: 13.06128356384993
26937) 12530.09008248771	: 15.735872407185392
26938) 12530.555262547203	: 15.702925605118415
26939) 12531.020442606696	: 15.367648672707725
26940) 12531.485622666189	: 14.921250763770328
26941) 12531.95080272568	: 14.09944816535583
26942) 12532.415982785173	: 15.167808712283989
26943) 12532.881162844666	: 12.719725393543774
26944) 12533.346342904159	: 14.918025655703499
26945) 12533.81152296365	: 14.865173667437693
26946) 12534.276703023143	: 15.847312696426055
26947) 12534.741883082635	: 15.140996616307618
26948) 12535.207063142127	: 14.601219542637574
26949) 12535.67224320162	: 13.908680870659882
26950) 12536.137423261112	: 16.010794836381276
26951) 12536.602603320605	: 15.012349344293344
26952) 12537.067783380096	: 15.036002481167207
26953) 12537.53296343959	: 15.177327699225396
26954) 12537.998143499082	: 15.983177480514138
26955) 12538.463323558573	: 15.385647400991072
26956) 12538.928503618066	: 15.510505205408709
26957) 12539.39368367756	: 14.803643887743963
26958) 12539.858863737052	: 15.182208920105063
26959) 12540.324043796543	: 14.035561168104369
26960) 12540.789223856036	: 15.449817555650771
26961) 12541.25440391553	: 13.032446642618027
26962) 12541.719583975022	: 14.91480026803104
26963) 12542.184764034513	: 13.752768452723993
26964) 12542.649944094006	: 16.042252100408383
26965) 12543.115124153499	: 16.601989533745762
26966) 12543.58030421299	: 15.549434953980162
26967) 12544.045484272483	: 16.42135575175028
26968) 12544.510664331976	: 14.806822268487412
26969) 12544.975844391469	: 16.063451511886512
26970) 12545.44102445096	: 15.589842867860819
26971) 12545.906204510453	: 16.56287284653545
26972) 12546.371384569946	: 15.345479450255203
26973) 12546.836564629437	: 15.851386972420013
26974) 12547.30174468893	: 14.692971926969614
26975) 12547.766924748423	: 14.840729466196333
26976) 12548.232104807916	: 14.935809184482736
26977) 12548.697284867407	: 15.28914475604272
26978) 12549.1624649269	: 16.09121698359437
26979) 12549.627644986393	: 14.256307096175794
26980) 12550.092825045884	: 14.720065857480654
26981) 12550.558005105377	: 13.748536725048012
26982) 12551.02318516487	: 14.1183324473904
26983) 12551.488365224362	: 15.205711329469745
26984) 12551.953545283854	: 14.14053069313471
26985) 12552.418725343347	: 16.6025290481227
26986) 12552.88390540284	: 15.041859058366992
26987) 12553.349085462332	: 15.781128607046801
26988) 12553.814265521823	: 15.327864600394125
26989) 12554.279445581316	: 15.3456702555184
26990) 12554.74462564081	: 15.232920784629343
26991) 12555.2098057003	: 13.659714284984569
26992) 12555.674985759793	: 14.505689633960007
26993) 12556.140165819286	: 13.22834825748777
26994) 12556.60534587878	: 15.260995884779788
26995) 12557.07052593827	: 14.591119741819961
26996) 12557.535705997763	: 15.220002648364764
26997) 12558.000886057256	: 15.583210400511678
26998) 12558.466066116747	: 14.669522225622392
26999) 12558.93124617624	: 15.810331193235859
27000) 12559.396426235733	: 15.645353555366665
27001) 12559.861606295226	: 13.824294512566599
27002) 12560.326786354717	: 15.44809242183555
27003) 12560.79196641421	: 14.495093553810317
27004) 12561.257146473703	: 15.60847818903343
27005) 12561.722326533196	: 15.108403003907053
27006) 12562.187506592687	: 14.46275578754864
27007) 12562.65268665218	: 16.415655794823763
27008) 12563.117866711673	: 16.671898764270782
27009) 12563.583046771164	: 13.973461193313279
27010) 12564.048226830657	: 14.19243879742468
27011) 12564.51340689015	: 14.833225229181483
27012) 12564.978586949643	: 15.387550995392436
27013) 12565.443767009134	: 16.525174022687636
27014) 12565.908947068627	: 16.910865725810904
27015) 12566.37412712812	: 14.72219719831877
27016) 12566.83930718761	: 16.42738437138529
27017) 12567.304487247104	: 16.07091387939293
27018) 12567.769667306597	: 14.524863729715175
27019) 12568.23484736609	: 16.4725077902584
27020) 12568.70002742558	: 14.152453940439193
27021) 12569.165207485074	: 14.741755892851108
27022) 12569.630387544566	: 15.894699459721831
27023) 12570.09556760406	: 16.525953107636933
27024) 12570.56074766355	: 15.531671401912439
27025) 12571.025927723043	: 14.446115259447819
27026) 12571.491107782536	: 15.758344729896104
27027) 12571.956287842027	: 14.839465469543256
27028) 12572.42146790152	: 15.985567409146205
27029) 12572.886647961013	: 15.184677455593157
27030) 12573.351828020506	: 15.060246639850627
27031) 12573.817008079997	: 14.734791075272586
27032) 12574.28218813949	: 14.30143712392443
27033) 12574.747368198983	: 14.052369318999348
27034) 12575.212548258474	: 15.803891705596197
27035) 12575.677728317967	: 16.12724416642057
27036) 12576.14290837746	: 15.708207017460698
27037) 12576.608088436953	: 15.730471425425879
27038) 12577.073268496444	: 16.095437275132163
27039) 12577.538448555937	: 15.6074573315451
27040) 12578.00362861543	: 14.443444684722966
27041) 12578.468808674921	: 14.871174052043845
27042) 12578.933988734414	: 15.371381182373671
27043) 12579.399168793907	: 16.721185257551998
27044) 12579.8643488534	: 15.466979394281761
27045) 12580.329528912891	: 15.996665593024844
27046) 12580.794708972384	: 13.595510275231359
27047) 12581.259889031877	: 15.605519884016081
27048) 12581.72506909137	: 15.635470720706738
27049) 12582.19024915086	: 15.572702636284976
27050) 12582.655429210354	: 14.446082324087481
27051) 12583.120609269847	: 13.728135046716314
27052) 12583.585789329338	: 15.052292494094953
27053) 12584.05096938883	: 16.09527069908621
27054) 12584.516149448324	: 15.153890702430548
27055) 12584.981329507817	: 15.985261564577346
27056) 12585.446509567308	: 15.10595584347829
27057) 12585.9116896268	: 14.8043710929222
27058) 12586.376869686294	: 13.144652403652676
27059) 12586.842049745785	: 15.687125577027889
27060) 12587.307229805278	: 14.102284020129366
27061) 12587.77240986477	: 16.354575294904784
27062) 12588.237589924263	: 16.701687245817737
27063) 12588.702769983754	: 14.97209302468956
27064) 12589.167950043247	: 11.82050026390515
27065) 12589.63313010274	: 13.904583978519673
27066) 12590.098310162233	: 15.58442711538888
27067) 12590.563490221724	: 15.488706937025933
27068) 12591.028670281217	: 16.29862072917237
27069) 12591.49385034071	: 16.17022361779871
27070) 12591.959030400201	: 15.709100287512447
27071) 12592.424210459694	: 16.41281892304075
27072) 12592.889390519187	: 17.014830996612183
27073) 12593.35457057868	: 16.86384111955956
27074) 12593.819750638171	: 13.342282347826089
27075) 12594.284930697664	: 14.123629062165818
27076) 12594.750110757157	: 15.667393237569252
27077) 12595.215290816648	: 14.70435946198096
27078) 12595.680470876141	: 14.357109302952187
27079) 12596.145650935634	: 15.779654757899568
27080) 12596.610830995127	: 15.690281791674199
27081) 12597.076011054618	: 16.168080718242674
27082) 12597.541191114111	: 14.64908915991713
27083) 12598.006371173604	: 15.520307783049594
27084) 12598.471551233097	: 15.4342618473023
27085) 12598.936731292588	: 14.85359021830514
27086) 12599.40191135208	: 14.980823823614392
27087) 12599.867091411574	: 13.912369252364943
27088) 12600.332271471065	: 14.044993012097923
27089) 12600.797451530558	: 15.439738114771853
27090) 12601.26263159005	: 16.148265024563102
27091) 12601.727811649544	: 14.770814918296555
27092) 12602.192991709035	: 14.820006138050099
27093) 12602.658171768528	: 15.83013571139603
27094) 12603.12335182802	: 15.614874400665428
27095) 12603.588531887512	: 16.00646897472423
27096) 12604.053711947005	: 16.0625662748189
27097) 12604.518892006497	: 14.86993813632142
27098) 12604.98407206599	: 16.399931858762745
27099) 12605.449252125482	: 14.694890988954626
27100) 12605.914432184974	: 16.60443124084559
27101) 12606.379612244467	: 15.545265224860945
27102) 12606.844792303958	: 14.62753716339299
27103) 12607.309972363451	: 13.394096989577042
27104) 12607.775152422944	: 15.553515716865666
27105) 12608.240332482437	: 15.377555605866073
27106) 12608.705512541928	: 14.949400916718492
27107) 12609.170692601421	: 15.692467198723756
27108) 12609.635872660914	: 15.928663202104113
27109) 12610.101052720407	: 15.993626752817004
27110) 12610.566232779898	: 15.646741362629772
27111) 12611.031412839391	: 15.844056509072576
27112) 12611.496592898884	: 14.607343725345217
27113) 12611.961772958375	: 14.546832741099882
27114) 12612.426953017868	: 15.07675902715076
27115) 12612.892133077361	: 12.480518165586687
27116) 12613.357313136854	: 10.871571433207773
27117) 12613.822493196345	: 14.130088173718232
27118) 12614.287673255838	: 14.6722738596733
27119) 12614.75285331533	: 14.487168977820478
27120) 12615.218033374822	: 15.528043988481315
27121) 12615.683213434315	: 14.169939164348495
27122) 12616.148393493808	: 13.099045047513332
27123) 12616.6135735533	: 15.767912501628114
27124) 12617.078753612792	: 15.853903092424739
27125) 12617.543933672285	: 11.43290545764011
27126) 12618.009113731778	: 15.173740225901634
27127) 12618.47429379127	: 15.238786827111255
27128) 12618.939473850762	: 15.279491693574567
27129) 12619.404653910255	: 15.56937987257455
27130) 12619.869833969748	: 15.319889430449383
27131) 12620.335014029239	: 16.92814876405293
27132) 12620.800194088732	: 15.55952275779276
27133) 12621.265374148225	: 16.594877128027278
27134) 12621.730554207717	: 16.352078980540924
27135) 12622.195734267209	: 16.76275806981484
27136) 12622.660914326701	: 16.17131960291632
27137) 12623.126094386194	: 16.015178762153962
27138) 12623.591274445685	: 16.01376213482161
27139) 12624.056454505178	: 14.8600559739718
27140) 12624.521634564671	: 13.465591566298666
27141) 12624.986814624164	: 15.74965786568728
27142) 12625.451994683655	: 15.906707497554574
27143) 12625.917174743148	: 15.79966555588636
27144) 12626.382354802641	: 15.70703975634176
27145) 12626.847534862134	: 15.199203052056813
27146) 12627.312714921625	: 16.793492595774396
27147) 12627.777894981118	: 14.824018681001567
27148) 12628.243075040611	: 16.059818959364353
27149) 12628.708255100102	: 14.815378424384852
27150) 12629.173435159595	: 11.15065019286681
27151) 12629.638615219088	: 15.792587529261857
27152) 12630.103795278581	: 14.982856198915325
27153) 12630.568975338072	: 15.899275935090364
27154) 12631.034155397565	: 14.428729834414241
