1) 0.0	: 19.64969602801709
34523) 16058.946013797176	: 13.10708911767703
34524) 16059.41119385667	: 11.990540735860288
34525) 16059.876373916162	: 12.755917356784224
34526) 16060.341553975653	: 12.595808960463504
34527) 16060.806734035146	: 11.270857892256418
34528) 16061.27191409464	: 11.436849123299003
34529) 16061.73709415413	: 6.58849585125259
34530) 16062.202274213623	: 9.607076207007967
34531) 16062.667454273116	: 13.395129401607736
34532) 16063.132634332609	: 11.898065201759247
34533) 16063.5978143921	: 12.616663185667415
34534) 16064.062994451593	: 13.516737400378313
34535) 16064.528174511086	: 12.755065814390269
34536) 16064.993354570579	: 12.750398007084039
34537) 16065.45853463007	: 14.651052059173807
34538) 16065.923714689563	: 12.373946388646537
34539) 16066.388894749056	: 11.499994715781327
34540) 16066.854074808547	: 14.018096168465956
34541) 16067.31925486804	: 13.506037957859238
34542) 16067.784434927533	: 12.083390842123944
34543) 16068.249614987026	: 13.085246880915102
34544) 16068.714795046517	: 11.799427225733357
34545) 16069.17997510601	: 13.042189762447055
34546) 16069.645155165503	: 10.794869974569878
34547) 16070.110335224994	: 12.124087208146836
34548) 16070.575515284487	: 13.259417862970821
34549) 16071.04069534398	: 12.70173170810956
34550) 16071.505875403473	: 7.80829528530121
34551) 16071.971055462964	: 11.728394574771372
34552) 16072.436235522457	: 11.994528880860122
34553) 16072.90141558195	: 11.894287990945507
34554) 16073.36659564144	: 12.201924558822903
34555) 16073.831775700934	: 11.59521048516543
34556) 16074.296955760426	: 12.784195492755783
34557) 16074.76213581992	: 12.518628508230089
34558) 16075.22731587941	: 11.764228279809348
34559) 16075.692495938903	: 13.010830533015412
34560) 16076.157675998396	: 13.701112056593143
34561) 16076.62285605789	: 11.880002339637043
34562) 16077.08803611738	: 11.960906861472985
34563) 16077.553216176873	: 11.90690011001068
34564) 16078.018396236366	: 13.563647251750854
34565) 16078.483576295857	: 12.779091597069872
34566) 16078.94875635535	: 13.403835487664633
34567) 16079.413936414843	: 12.397291724976464
34568) 16079.879116474336	: 12.289478134508611
34569) 16080.344296533827	: 12.375516802379677
34570) 16080.80947659332	: 12.087914798597067
34571) 16081.274656652813	: 12.202509166921926
34572) 16081.739836712304	: 12.58848752118147
34573) 16082.205016771797	: 11.341876556394489
34574) 16082.67019683129	: 12.518212014252283
34575) 16083.135376890783	: 13.10792386140884
34576) 16083.600556950274	: 12.891406936769126
34577) 16084.065737009767	: 10.91832254293497
34578) 16084.53091706926	: 10.981937471294968
34579) 16084.996097128753	: 12.166196229415188
34580) 16085.461277188244	: 11.493085514422424
34581) 16085.926457247737	: 13.919423236463135
34582) 16086.39163730723	: 12.036359086626563
34583) 16086.85681736672	: 10.526257138685494
34584) 16087.321997426214	: 13.763977669885211
34585) 16087.787177485707	: 12.778543057537492
34586) 16088.2523575452	: 12.641392102588252
34587) 16088.71753760469	: 12.681783660990169
34588) 16089.182717664184	: 12.809126160344851
34589) 16089.647897723677	: 12.074541453970342
34590) 16090.113077783168	: 12.260841542863686
34591) 16090.57825784266	: 10.942107866160823
34592) 16091.043437902154	: 12.593395388492112
34593) 16091.508617961646	: 11.870774260254914
34594) 16091.973798021138	: 13.205608774483329
34595) 16092.43897808063	: 13.17808454105656
34596) 16092.904158140123	: 13.584046897399698
34597) 16093.369338199616	: 10.252181664593799
34598) 16093.834518259107	: 13.377311532910761
34599) 16094.2996983186	: 13.26054973493514
34600) 16094.764878378093	: 12.99851105907032
34601) 16095.230058437584	: 12.906398695819258
34602) 16095.695238497077	: 11.582310757102304
34603) 16096.16041855657	: 13.238760779165611
34604) 16096.625598616063	: 12.633058759596953
34605) 16097.090778675554	: 11.795459408972095
34606) 16097.555958735047	: 13.328292976885418
34607) 16098.02113879454	: 13.597996476375277
34608) 16098.486318854031	: 12.570527417372661
34609) 16098.951498913524	: 12.593343602641074
34610) 16099.416678973017	: 12.616131782341839
34611) 16099.88185903251	: 11.684341549585755
34612) 16100.347039092001	: 12.162315920748348
34613) 16100.812219151494	: 13.089382754723232
34614) 16101.277399210987	: 13.067051020859918
34615) 16101.742579270478	: 13.255825763955428
34616) 16102.207759329971	: 11.973980582791752
34617) 16102.672939389464	: 13.236239883963837
34618) 16103.138119448957	: 12.723508118203013
34619) 16103.603299508448	: 13.517877254659444
34620) 16104.06847956794	: 8.732075179706996
34621) 16104.533659627434	: 12.594070111265856
34622) 16104.998839686927	: 13.08093705382591
34623) 16105.464019746418	: 12.030762852949032
34624) 16105.92919980591	: 12.354525428513421
34625) 16106.394379865404	: 13.915600575991217
34626) 16106.859559924895	: 13.21328119552141
34627) 16107.324739984388	: 11.691912838079505
34628) 16107.78992004388	: 12.673641088041938
34629) 16108.255100103373	: 11.099630889120322
34630) 16108.720280162865	: 11.007110268244777
34631) 16109.185460222358	: 13.12177947543518
34632) 16109.65064028185	: 12.84844136603194
34633) 16110.115820341342	: 11.336518609746728
34634) 16110.581000400834	: 11.429593208136867
34635) 16111.046180460327	: 12.523341453815233
34636) 16111.51136051982	: 12.443382143696848
34637) 16111.976540579311	: 12.512922506214942
34638) 16112.441720638804	: 12.409778255186435
34639) 16112.906900698297	: 10.977914088509769
34640) 16113.37208075779	: 11.926769503522515
34641) 16113.837260817281	: 12.726319528404643
34642) 16114.302440876774	: 13.364714258158703
34643) 16114.767620936267	: 13.324274138747978
34644) 16115.232800995758	: 11.848453946174207
34645) 16115.697981055251	: 12.11275652974871
34646) 16116.163161114744	: 11.702448472561889
34647) 16116.628341174237	: 12.95559355984329
34648) 16117.093521233728	: 12.982982131293761
34649) 16117.558701293221	: 14.455878483174292
34650) 16118.023881352714	: 13.896893352615914
34651) 16118.489061412205	: 12.63393920766535
34652) 16118.954241471698	: 11.277784156192945
34653) 16119.41942153119	: 12.737128555142306
34654) 16119.884601590684	: 11.57317791172296
34655) 16120.349781650175	: 11.466198070438832
34656) 16120.814961709668	: 12.200271172441596
34657) 16121.28014176916	: 13.55443292393321
34658) 16121.745321828654	: 13.544435018441519
34659) 16122.210501888145	: 11.19325565591509
34660) 16122.675681947638	: 13.22600905661336
34661) 16123.14086200713	: 12.703717179592266
34662) 16123.606042066622	: 11.502679900816542
34663) 16124.071222126115	: 12.06313059269283
34664) 16124.536402185608	: 12.869289734972217
34665) 16125.0015822451	: 12.722222354949823
34666) 16125.466762304592	: 14.245834624400683
34667) 16125.931942364085	: 13.174251434137807
34668) 16126.397122423577	: 13.070855874909565
34669) 16126.862302483069	: 10.01127909259334
34670) 16127.327482542561	: 12.80776577051744
34671) 16127.792662602054	: 12.061159887427163
34672) 16128.257842661547	: 13.381131667426923
34673) 16128.723022721038	: 13.019551791463481
34674) 16129.188202780531	: 11.335820031364953
34675) 16129.653382840024	: 12.314430917793828
34676) 16130.118562899515	: 12.00791351109583
34677) 16130.583742959008	: 11.1672383613548
34678) 16131.048923018501	: 12.614485046303392
34679) 16131.514103077994	: 10.668352876003004
34680) 16131.979283137485	: 12.559052040678505
34681) 16132.444463196978	: 13.137484386179983
34682) 16132.909643256471	: 13.149596276357581
34683) 16133.374823315964	: 12.675811829695347
34684) 16133.840003375455	: 12.99555121799296
34685) 16134.305183434948	: 13.32861654160141
34686) 16134.770363494441	: 12.657577116767841
34687) 16135.235543553932	: 13.927505176125496
34688) 16135.700723613425	: 13.962300516536056
34689) 16136.165903672918	: 11.668562008429102
34690) 16136.63108373241	: 13.982830345039442
34691) 16137.096263791902	: 12.706429059169942
34692) 16137.561443851395	: 12.410780722654021
34693) 16138.026623910888	: 12.316013015865833
34694) 16138.491803970379	: 13.120850373699287
34695) 16138.956984029872	: 10.445320288779028
34696) 16139.422164089365	: 10.715562582131165
34697) 16139.887344148858	: 10.372038448465535
34698) 16140.352524208349	: 13.318032597558792
34699) 16140.817704267842	: 11.369092767832786
34700) 16141.282884327335	: 10.267714166958209
34701) 16141.748064386828	: 10.019896417053065
34702) 16142.213244446319	: 13.106553393117405
34703) 16142.678424505812	: 13.412298066295538
34704) 16143.143604565304	: 11.474735842053818
34705) 16143.608784624796	: 12.958747087987287
34706) 16144.073964684289	: 12.373865497973528
34707) 16144.539144743781	: 14.007163866892247
34708) 16145.004324803274	: 12.416249082985942
34709) 16145.469504862765	: 13.008720642552642
34710) 16145.934684922258	: 12.79367648650806
34711) 16146.399864981751	: 13.156532169256199
34712) 16146.865045041242	: 9.902753338833868
34713) 16147.330225100735	: 13.09487625986263
34714) 16147.795405160228	: 13.124993262361901
34715) 16148.260585219721	: 12.595981375891895
34716) 16148.725765279212	: 13.097633188886983
34717) 16149.190945338705	: 12.88546413861685
34718) 16149.656125398198	: 13.133902275453053
34719) 16150.121305457691	: 12.254608840595491
34720) 16150.586485517182	: 11.948064375015768
34721) 16151.051665576675	: 11.388054028334379
34722) 16151.516845636168	: 12.435439147842965
34723) 16151.98202569566	: 11.232858727145926
34724) 16152.447205755152	: 11.926679442808227
34725) 16152.912385814645	: 13.043966746262644
34726) 16153.377565874138	: 13.916650897908294
34727) 16153.842745933629	: 10.442441508619488
34728) 16154.307925993122	: 13.084325862673643
34729) 16154.773106052615	: 13.551153214907421
34730) 16155.238286112106	: 13.308050603245439
34731) 16155.703466171599	: 6.044909048561611
34732) 16156.168646231092	: 13.219869731443902
34733) 16156.633826290585	: 13.507869572592863
34734) 16157.099006350076	: 11.952217396939316
34735) 16157.564186409569	: 13.365140448014614
34736) 16158.029366469062	: 13.078531658617141
34737) 16158.494546528553	: 13.534010003998137
34738) 16158.959726588046	: 11.931284091711868
34739) 16159.424906647539	: 12.482788424305813
34740) 16159.890086707032	: 11.695591499746364
34741) 16160.355266766523	: 9.771486586092646
34742) 16160.820446826016	: 12.022501924761102
34743) 16161.285626885508	: 13.831300135199452
34744) 16161.750806945001	: 11.091786228125757
34745) 16162.215987004492	: 12.0770141387026
34746) 16162.681167063985	: 12.941020560989234
34747) 16163.146347123478	: 12.869056397278143
34748) 16163.61152718297	: 12.332853020297737
34749) 16164.076707242462	: 13.348455089886778
34750) 16164.541887301955	: 13.258178241263824
34751) 16165.007067361448	: 12.417746971782666
34752) 16165.47224742094	: 10.925514128423774
34753) 16165.937427480432	: 13.928527083090108
34754) 16166.402607539925	: 11.345527031709628
34755) 16166.867787599416	: 11.878010739203237
34756) 16167.33296765891	: 13.912885718411733
34757) 16167.798147718402	: 13.22902370977126
34758) 16168.263327777895	: 12.503442481933273
34759) 16168.728507837386	: 13.033320860670642
34760) 16169.193687896879	: 13.831550201433298
34761) 16169.658867956372	: 14.310339945374489
34762) 16170.124048015865	: 12.529047763283945
34763) 16170.589228075356	: 13.949028359079303
34764) 16171.054408134849	: 12.918291532887688
34765) 16171.519588194342	: 11.96730734616505
34766) 16171.984768253833	: 14.002802642900093
34767) 16172.449948313326	: 12.899089671460313
34768) 16172.915128372819	: 12.1058877529304
34769) 16173.380308432312	: 13.21068783660733
34770) 16173.845488491803	: 13.206475408457376
34771) 16174.310668551296	: 14.8159789190212
34772) 16174.775848610789	: 13.37414153566759
34773) 16175.24102867028	: 13.344447424576618
34774) 16175.706208729773	: 11.35816277477395
34775) 16176.171388789266	: 14.1062616852853
34776) 16176.636568848759	: 11.242393628117757
34777) 16177.10174890825	: 10.784370842073741
34778) 16177.566928967743	: 12.751746031841192
34779) 16178.032109027235	: 12.724427972608758
34780) 16178.497289086728	: 12.283198304923795
34781) 16178.96246914622	: 13.804231923040453
34782) 16179.427649205712	: 12.753755423798701
34783) 16179.892829265205	: 13.666855327653021
34784) 16180.358009324696	: 14.608279774074905
34785) 16180.82318938419	: 11.428835700688888
34786) 16181.288369443682	: 12.03782358114713
34787) 16181.753549503175	: 11.395484203705204
34788) 16182.218729562666	: 12.990709662202818
34789) 16182.68390962216	: 12.98586043745976
34790) 16183.149089681652	: 13.462702305232654
34791) 16183.614269741143	: 13.113822216151812
34792) 16184.079449800636	: 13.126143661458737
34793) 16184.54462986013	: 13.155524560144737
34794) 16185.009809919622	: 12.284554591691114
34795) 16185.474989979113	: 13.514809604031388
34796) 16185.940170038606	: 12.168118801451596
34797) 16186.405350098099	: 12.12717943834576
34798) 16186.87053015759	: 13.648721871376779
34799) 16187.335710217083	: 13.267105800907213
34800) 16187.800890276576	: 11.040707943416187
34801) 16188.266070336069	: 13.341872343685768
34802) 16188.73125039556	: 11.431942314689138
34803) 16189.196430455053	: 12.487243170299248
34804) 16189.661610514546	: 12.610436778503503
34805) 16190.126790574039	: 13.212126533058562
34806) 16190.59197063353	: 14.348725103733823
34807) 16191.057150693023	: 12.507938966200344
34808) 16191.522330752516	: 14.001244850916596
34809) 16191.987510812007	: 12.548359580014427
34810) 16192.4526908715	: 12.913577309429451
34811) 16192.917870930993	: 13.780510779908663
34812) 16193.383050990486	: 14.062395748510493
34813) 16193.848231049977	: 11.436602442984594
34814) 16194.31341110947	: 9.784675072609344
34815) 16194.778591168963	: 12.049606081139023
34816) 16195.243771228454	: 13.87805323795774
34817) 16195.708951287947	: 12.540087558083975
34818) 16196.17413134744	: 11.98511442759928
34819) 16196.639311406932	: 13.265277684701962
34820) 16197.104491466423	: 12.689179478397092
34821) 16197.569671525916	: 13.906943721600644
34822) 16198.03485158541	: 12.339892238295402
34823) 16198.500031644902	: 13.706593743147144
34824) 16198.965211704393	: 10.699083852620584
34825) 16199.430391763886	: 12.911250227653065
34826) 16199.89557182338	: 13.74858805221316
34827) 16200.36075188287	: 13.88788033897772
34828) 16200.825931942363	: 12.15982776306621
34829) 16201.291112001856	: 13.29637007765182
34830) 16201.756292061349	: 13.014131504106064
34831) 16202.22147212084	: 13.591180138525568
34832) 16202.686652180333	: 12.260568059030195
34833) 16203.151832239826	: 12.512760798688756
34834) 16203.617012299317	: 14.006432142733615
34835) 16204.08219235881	: 13.640624210356938
34836) 16204.547372418303	: 13.600713199988373
34837) 16205.012552477796	: 12.97966594263436
34838) 16205.477732537287	: 12.087064813028137
34839) 16205.94291259678	: 12.646828723136395
34840) 16206.408092656273	: 13.081900061564687
34841) 16206.873272715764	: 13.219376351916225
34842) 16207.338452775257	: 11.013343341104424
34843) 16207.80363283475	: 14.115278432434298
34844) 16208.268812894243	: 12.888959131385274
34845) 16208.733992953734	: 13.540145391336432
34846) 16209.199173013227	: 12.412187499775781
34847) 16209.66435307272	: 12.159348083504119
34848) 16210.129533132213	: 11.004677897316705
34849) 16210.594713191704	: 12.15881935016436
34850) 16211.059893251197	: 10.819820628895586
34851) 16211.52507331069	: 10.786538398652922
34852) 16211.99025337018	: 11.873162342562804
34853) 16212.455433429674	: 11.849765661830807
34854) 16212.920613489166	: 10.862796292235403
34855) 16213.38579354866	: 12.997681468254914
34856) 16213.85097360815	: 12.770638984197154
34857) 16214.316153667643	: 10.837064402737246
34858) 16214.781333727136	: 12.714393166772561
34859) 16215.246513786627	: 12.51583448433374
34860) 16215.71169384612	: 11.8024667154991
34861) 16216.176873905613	: 12.302447066880566
34862) 16216.642053965106	: 12.43079239021808
34863) 16217.107234024597	: 13.41671365333119
34864) 16217.57241408409	: 12.98054205251401
34865) 16218.037594143583	: 13.258235228699098
34866) 16218.502774203076	: 12.815408754026427
34867) 16218.967954262567	: 13.004773846007518
34868) 16219.43313432206	: 12.917092793607065
34869) 16219.898314381553	: 11.848558044748858
34870) 16220.363494441044	: 12.581247414881574
34871) 16220.828674500537	: 12.16769682246625
34872) 16221.29385456003	: 11.720857828149608
34873) 16221.759034619523	: 13.337932365319599
34874) 16222.224214679014	: 10.405465262555301
34875) 16222.689394738507	: 13.043964478235415
34876) 16223.154574798	: 10.448350444873434
34877) 16223.619754857491	: 13.023916773299337
34878) 16224.084934916984	: 13.839849749121342
34879) 16224.550114976477	: 12.60276595233054
34880) 16225.01529503597	: 13.429132004388077
34881) 16225.48047509546	: 13.816470855163596
34882) 16225.945655154954	: 12.569162439004927
34883) 16226.410835214447	: 12.545457899111975
34884) 16226.87601527394	: 13.365442024022338
34885) 16227.34119533343	: 12.842698628640226
34886) 16227.806375392924	: 13.78670987150863
34887) 16228.271555452417	: 12.347890088295367
34888) 16228.736735511908	: 13.04233154709981
34889) 16229.2019155714	: 12.17834536852824
34890) 16229.667095630894	: 12.472801291260534
34891) 16230.132275690386	: 9.905115914253326
34892) 16230.597455749878	: 13.33280898732053
34893) 16231.06263580937	: 12.728076840018293
34894) 16231.527815868863	: 12.69084689781069
34895) 16231.992995928355	: 12.38724921917604
34896) 16232.458175987847	: 11.517631230859962
34897) 16232.92335604734	: 12.245387722724553
34898) 16233.388536106833	: 13.36108008984399
34899) 16233.853716166324	: 13.343199063129012
34900) 16234.318896225817	: 14.15555081864441
34901) 16234.78407628531	: 12.635022123319983
34902) 16235.249256344801	: 12.975270346248333
34903) 16235.714436404294	: 11.896053707588587
34904) 16236.179616463787	: 10.11365068020912
34905) 16236.64479652328	: 11.709020935726178
34906) 16237.109976582771	: 12.773278437981684
34907) 16237.575156642264	: 12.586168625537388
34908) 16238.040336701757	: 12.74047705257079
34909) 16238.50551676125	: 10.51060093996211
34910) 16238.970696820741	: 12.332532155916638
34911) 16239.435876880234	: 12.716780237823487
34912) 16239.901056939727	: 11.508379800670063
34913) 16240.366236999218	: 13.208416717704216
34914) 16240.831417058711	: 13.195443715242087
34915) 16241.296597118204	: 10.77093482144093
34916) 16241.761777177697	: 12.762185763875111
34917) 16242.226957237188	: 14.045992860256808
34918) 16242.69213729668	: 13.772596025860556
34919) 16243.157317356174	: 11.828855130517452
34920) 16243.622497415665	: 11.658436739988925
34921) 16244.087677475158	: 13.770757674319407
34922) 16244.55285753465	: 14.197057388090439
34923) 16245.018037594144	: 12.59432040038124
34924) 16245.483217653635	: 12.87935714039024
34925) 16245.948397713128	: 12.796817106371213
34926) 16246.41357777262	: 12.197469687162968
34927) 16246.878757832113	: 13.870846615080627
34928) 16247.343937891605	: 11.286820459696372
34929) 16247.809117951098	: 11.371683945798097
34930) 16248.27429801059	: 13.217381619567245
34931) 16248.739478070082	: 11.937124392953127
34932) 16249.204658129574	: 14.045078683788295
34933) 16249.669838189067	: 13.607273573839063
34934) 16250.13501824856	: 13.134985752016892
34935) 16250.600198308051	: 13.61456836662164
34936) 16251.065378367544	: 12.919730204896481
34937) 16251.530558427037	: 13.35966187587896
34938) 16251.995738486528	: 13.431782165976127
34939) 16252.460918546021	: 13.268046349283484
34940) 16252.926098605514	: 13.138885999993898
34941) 16253.391278665007	: 12.061326146724973
34942) 16253.856458724498	: 13.147771037051223
34943) 16254.321638783991	: 12.941467848342864
34944) 16254.786818843484	: 10.935615901940501
34945) 16255.251998902977	: 10.96053384865104
34946) 16255.717178962468	: 10.998657706463968
34947) 16256.182359021961	: 12.331945597182761
34948) 16256.647539081454	: 12.299347207085399
34949) 16257.112719140945	: 11.70887392690602
34950) 16257.577899200438	: 11.555345499830414
34951) 16258.04307925993	: 13.404343458814306
34952) 16258.508259319424	: 11.947495398544293
34953) 16258.973439378915	: 12.939543108930959
34954) 16259.438619438408	: 13.675689312207831
34955) 16259.9037994979	: 13.435413963022517
34956) 16260.368979557392	: 13.33324496158664
34957) 16260.834159616885	: 11.65538283396246
34958) 16261.299339676378	: 13.647980304983667
34959) 16261.76451973587	: 13.022448763080797
34960) 16262.229699795362	: 11.28962895930896
34961) 16262.694879854855	: 12.67484449991083
34962) 16263.160059914348	: 12.172472869490148
34963) 16263.625239973839	: 11.476356054490068
34964) 16264.090420033332	: 13.861992350078129
34965) 16264.555600092825	: 11.323488007830598
34966) 16265.020780152317	: 12.1194964492256
34967) 16265.485960211809	: 12.570971931455254
34968) 16265.951140271301	: 12.508784633056052
34969) 16266.416320330794	: 13.095622420878104
34970) 16266.881500390287	: 12.069253094701818
34971) 16267.346680449778	: 11.837613065629814
34972) 16267.811860509271	: 11.263985645894552
34973) 16268.277040568764	: 11.253750328542713
34974) 16268.742220628255	: 9.025296533890444
34975) 16269.207400687748	: 12.751259782180925
34976) 16269.672580747241	: 12.767508156033351
34977) 16270.137760806734	: 12.860541410320725
34978) 16270.602940866225	: 11.029978393808387
34979) 16271.068120925718	: 12.44648422206643
34980) 16271.533300985211	: 12.186492309027713
34981) 16271.998481044702	: 12.831572055325683
34982) 16272.463661104195	: 11.327007257319346
34983) 16272.928841163688	: 12.389472199830704
34984) 16273.394021223181	: 13.04034475721044
34985) 16273.859201282672	: 12.65509912889756
34986) 16274.324381342165	: 12.075768444419072
34987) 16274.789561401658	: 12.729595153289411
34988) 16275.25474146115	: 11.08184994902863
34989) 16275.719921520642	: 12.047606281108918
34990) 16276.185101580135	: 13.557790462674964
34991) 16276.650281639628	: 12.263440469989769
34992) 16277.115461699119	: 12.875866109667019
34993) 16277.580641758612	: 13.025727009570687
34994) 16278.045821818105	: 12.111566057239008
34995) 16278.511001877598	: 13.260319229478071
34996) 16278.976181937089	: 13.183005794201387
34997) 16279.441361996582	: 12.861879313436656
34998) 16279.906542056075	: 10.910702183581577
34999) 16280.371722115566	: 12.432043016560035
35000) 16280.836902175059	: 12.981780294427745
35001) 16281.302082234552	: 13.441200623863509
35002) 16281.767262294044	: 13.714722913410444
35003) 16282.232442353536	: 12.240549963435505
35004) 16282.697622413029	: 12.411672613271573
35005) 16283.162802472521	: 13.149768184880202
35006) 16283.627982532014	: 12.832978506922235
35007) 16284.093162591505	: 12.125921487792832
35008) 16284.558342650998	: 12.94539370361918
35009) 16285.023522710491	: 12.039327453240698
35010) 16285.488702769982	: 12.497974722766891
35011) 16285.953882829475	: 13.740947654398274
35012) 16286.419062888968	: 13.327371654002814
35013) 16286.884242948461	: 11.608509997679715
35014) 16287.349423007952	: 12.490663486126573
35015) 16287.814603067445	: 13.209639349497275
35016) 16288.279783126938	: 12.919634550502758
35017) 16288.74496318643	: 13.051050690631811
35018) 16289.210143245922	: 12.191855365947282
35019) 16289.675323305415	: 12.686741901245362
35020) 16290.140503364908	: 12.977210410347487
35021) 16290.6056834244	: 12.756123029446593
35022) 16291.070863483892	: 10.675890346756823
35023) 16291.536043543385	: 11.894195964553878
35024) 16292.001223602876	: 12.823516532934647
35025) 16292.466403662369	: 10.667896710108241
35026) 16292.931583721862	: 11.734612044982974
35027) 16293.396763781355	: 11.397993610360047
35028) 16293.861943840846	: 11.715597609910828
35029) 16294.327123900339	: 11.200052520456797
35030) 16294.792303959832	: 11.601280025618227
35031) 16295.257484019325	: 12.09501098291417
35032) 16295.722664078816	: 13.020204576992748
35033) 16296.187844138309	: 11.64478596638713
35034) 16296.653024197802	: 12.835952138099145
35035) 16297.118204257293	: 13.296191202957928
35036) 16297.583384316786	: 11.826963809321057
35037) 16298.048564376279	: 11.659249688429064
35038) 16298.513744435772	: 13.12693948101107
35039) 16298.978924495263	: 11.469591947479781
35040) 16299.444104554756	: 12.32479186783774
35041) 16299.909284614248	: 12.217467248283832
35042) 16300.37446467374	: 10.04839303319498
35043) 16300.839644733232	: 11.615557570535683
35044) 16301.304824792725	: 7.530020985083633
35045) 16301.770004852218	: 11.734728283751409
35046) 16302.23518491171	: 13.175417170702014
35047) 16302.700364971202	: 13.051110565394074
35048) 16303.165545030695	: 10.233631669547972
35049) 16303.630725090188	: 11.401221750546577
35050) 16304.09590514968	: 11.893157352872697
35051) 16304.561085209172	: 10.172299736918186
35052) 16305.026265268665	: 8.093693256361853
35053) 16305.491445328156	: 11.649296923154873
35054) 16305.95662538765	: 12.122132933081321
35055) 16306.421805447142	: 12.227283707556252
35056) 16306.886985506635	: 11.020544879840722
35057) 16307.352165566126	: 12.989374923557339
35058) 16307.817345625619	: 11.1698858164955
35059) 16308.282525685112	: 13.207647729427611
35060) 16308.747705744603	: 9.433775894506278
35061) 16309.212885804096	: 12.548329547306174
35062) 16309.678065863589	: 12.938688058654753
35063) 16310.143245923082	: 12.650404405897914
35064) 16310.608425982573	: 9.846034709237287
35065) 16311.073606042066	: 11.647555002528764
35066) 16311.538786101559	: 12.296979845018436
35067) 16312.003966161052	: 11.867556405063597
35068) 16312.469146220543	: 11.361371701089235
35069) 16312.934326280036	: 11.473650247366402
35070) 16313.399506339529	: 12.955834767311362
35071) 16313.86468639902	: 11.478555227583636
35072) 16314.329866458513	: 11.608552223810314
35073) 16314.795046518006	: 12.428896955350659
35074) 16315.260226577499	: 12.312388221362134
35075) 16315.72540663699	: 11.44646433090396
35076) 16316.190586696483	: 11.822444979078478
35077) 16316.655766755975	: 12.653496473377215
35078) 16317.120946815467	: 11.794142847571935
35079) 16317.58612687496	: 10.990730958573875
35080) 16318.051306934452	: 11.690068406668631
35081) 16318.516486993945	: 8.729715439776088
35082) 16318.981667053436	: 12.387814280669462
35083) 16319.44684711293	: 9.609651881910095
35084) 16319.912027172422	: 12.482270948377236
35085) 16320.377207231913	: 10.390201304556882
35086) 16320.842387291406	: 13.17910869579047
35087) 16321.3075673509	: 12.677199747565517
35088) 16321.772747410392	: 13.157612194021354
35089) 16322.237927469883	: 13.374961182458602
35090) 16322.703107529376	: 12.570108930885077
35091) 16323.16828758887	: 12.787216490432487
35092) 16323.633467648362	: 12.057229328117494
35093) 16324.098647707853	: 12.226133329180405
35094) 16324.563827767346	: 12.999318469245036
35095) 16325.029007826839	: 13.317485419731758
35096) 16325.49418788633	: 9.13011903032537
35097) 16325.959367945823	: 14.007149398717237
35098) 16326.424548005316	: 13.618581938448505
35099) 16326.889728064809	: 12.256544496801292
35100) 16327.3549081243	: 11.925414166962865
35101) 16327.820088183793	: 12.280009412222016
35102) 16328.285268243286	: 11.50380040632376
35103) 16328.750448302777	: 13.291692713931246
35104) 16329.21562836227	: 11.980105645913927
35105) 16329.680808421763	: 12.369815136052212
35106) 16330.145988481256	: 11.566806348551422
35107) 16330.611168540747	: 12.257067838363419
35108) 16331.07634860024	: 11.42721440646835
35109) 16331.541528659733	: 12.047100154372744
35110) 16332.006708719226	: 11.415923287030608
35111) 16332.471888778717	: 12.332546426577508
35112) 16332.93706883821	: 13.161247856416315
35113) 16333.402248897703	: 13.13620762948238
35114) 16333.867428957194	: 13.25897456226995
35115) 16334.332609016687	: 12.680673194664804
35116) 16334.79778907618	: 12.692769619114204
35117) 16335.262969135672	: 12.694604076098491
35118) 16335.728149195163	: 10.6160797125208
35119) 16336.193329254656	: 8.91414188172721
35120) 16336.65850931415	: 11.558100099531515
35121) 16337.12368937364	: 12.320419823559948
35122) 16337.588869433133	: 12.22278630664375
35123) 16338.054049492626	: 10.797453776100014
35124) 16338.51922955212	: 11.941233627733531
35125) 16338.98440961161	: 8.324448361035595
35126) 16339.449589671103	: 11.636988045491247
35127) 16339.914769730596	: 12.265233281710175
35128) 16340.379949790089	: 10.45119225591453
35129) 16340.84512984958	: 11.66311775971995
35130) 16341.310309909073	: 12.180239637716044
35131) 16341.775489968566	: 13.526246918331305
35132) 16342.240670028057	: 10.739056237123881
35133) 16342.70585008755	: 12.671082962358826
35134) 16343.171030147043	: 11.630038731077175
35135) 16343.636210206536	: 12.37688303193101
35136) 16344.101390266027	: 10.704938168603896
35137) 16344.56657032552	: 10.562917519088854
35138) 16345.031750385013	: 13.33557489506463
35139) 16345.496930444504	: 12.514458484116451
35140) 16345.962110503997	: 10.918478853495271
35141) 16346.42729056349	: 10.701078223172217
35142) 16346.892470622983	: 12.685431359092357
35143) 16347.357650682474	: 11.195799022846863
35144) 16347.822830741967	: 12.553478975641152
35145) 16348.28801080146	: 12.75203763259528
35146) 16348.75319086095	: 12.400126271701577
35147) 16349.218370920444	: 11.790224404198703
35148) 16349.683550979937	: 13.204495500966697
35149) 16350.14873103943	: 12.33695664735414
35150) 16350.61391109892	: 8.243109251339371
35151) 16351.079091158414	: 11.340466354762093
35152) 16351.544271217906	: 12.697191948354801
35153) 16352.0094512774	: 10.932035010428184
35154) 16352.47463133689	: 12.43615625936689
35155) 16352.939811396383	: 9.216533045989591
35156) 16353.404991455876	: 11.268364370859155
35157) 16353.870171515367	: 12.979237822126368
